order_id,order_code,product_id,currency_code,order_quantity,unit_price,total_unit_price
2134,ORDER2134,15,USD,6,1118.9,6713.4
2135,ORDER2135,3,USD,11,1092.1,12013.1
2136,ORDER2136,9,USD,8,2405.3,19242.4
2137,ORDER2137,6,USD,10,1038.5,10385
2138,ORDER2138,7,USD,7,1031.8,7222.6
2139,ORDER2139,9,USD,12,2532.6,30391.2
2140,ORDER2140,13,USD,10,2552.7,25527
2141,ORDER2141,5,USD,10,1802.3,18023
2142,ORDER2142,14,USD,6,1085.4,6512.4
2143,ORDER2143,2,USD,11,3363.4,36997.4
2144,ORDER2144,6,USD,8,5701.7,45613.6
2145,ORDER2145,13,USD,9,174.2,1567.8
2146,ORDER2146,14,USD,11,1065.3,11718.3
2147,ORDER2147,3,USD,8,1105.5,8844
2148,ORDER2148,14,USD,6,167.5,1005
2149,ORDER2149,15,USD,11,3752,41272
2150,ORDER2150,10,USD,8,703.5,5628
2151,ORDER2151,2,USD,5,1795.6,8978
2152,ORDER2152,2,USD,8,3899.4,31195.2
2153,ORDER2153,12,USD,9,991.6,8924.4
2154,ORDER2154,6,USD,6,2539.3,15235.8
2155,ORDER2155,8,USD,8,1051.9,8415.2
2156,ORDER2156,6,USD,6,911.2,5467.2
2157,ORDER2157,2,USD,12,3912.8,46953.6
2158,ORDER2158,10,USD,8,998.3,7986.4
2159,ORDER2159,5,USD,12,1031.8,12381.6
2160,ORDER2160,1,USD,5,2753.7,13768.5
2161,ORDER2161,12,USD,9,234.5,2110.5
2162,ORDER2162,8,USD,8,1132.3,9058.4
2163,ORDER2163,2,USD,10,978.2,9782
2164,ORDER2164,13,USD,7,2619.7,18337.9
2165,ORDER2165,13,USD,11,1078.7,11865.7
2166,ORDER2166,14,USD,6,1829.1,10974.6
2167,ORDER2167,7,USD,12,1038.5,12462
2168,ORDER2168,8,USD,8,3946.3,31570.4
2169,ORDER2169,4,USD,8,5299.7,42397.6
2170,ORDER2170,10,USD,6,2365.1,14190.6
2171,ORDER2171,8,USD,6,268,1608
2172,ORDER2172,9,USD,12,1139,13668
2173,ORDER2173,7,USD,9,1139,10251
2174,ORDER2174,4,USD,7,247.9,1735.3
2175,ORDER2175,5,USD,12,3926.2,47114.4
2176,ORDER2176,9,USD,12,938,11256
2177,ORDER2177,13,USD,10,3718.5,37185
2178,ORDER2178,6,USD,6,2472.3,14833.8
2179,ORDER2179,9,USD,9,5601.2,50410.8
2180,ORDER2180,7,USD,11,3959.7,43556.7
2181,ORDER2181,9,USD,7,1802.3,12616.1
2182,ORDER2182,2,USD,9,2418.7,21768.3
2183,ORDER2183,6,USD,6,1299.8,7798.8
2184,ORDER2184,3,USD,8,1118.9,8951.2
2185,ORDER2185,14,USD,6,3932.9,23597.4
2186,ORDER2186,14,USD,5,221.1,1105.5
2187,ORDER2187,15,USD,10,187.6,1876
2188,ORDER2188,11,USD,11,2244.5,24689.5
2189,ORDER2189,2,USD,8,2432.1,19456.8
2190,ORDER2190,10,USD,6,6298,37788
2191,ORDER2191,6,USD,10,2271.3,22713
2192,ORDER2192,14,USD,6,3979.8,23878.8
2193,ORDER2193,4,USD,12,241.2,2894.4
2194,ORDER2194,11,USD,11,1098.8,12086.8
2195,ORDER2195,13,USD,5,2331.6,11658
2196,ORDER2196,6,USD,5,2934.6,14673
2197,ORDER2197,2,USD,5,1788.9,8944.5
2198,ORDER2198,11,USD,7,3075.3,21527.1
2199,ORDER2199,7,USD,5,2257.9,11289.5
2200,ORDER2200,9,USD,11,971.5,10686.5
2201,ORDER2201,3,USD,6,3705.1,22230.6
2202,ORDER2202,15,USD,5,241.2,1206
2203,ORDER2203,5,USD,8,3953,31624
2204,ORDER2204,15,USD,7,844.2,5909.4
2205,ORDER2205,15,USD,11,2633.1,28964.1
2206,ORDER2206,14,USD,10,1701.8,17018
2207,ORDER2207,2,USD,11,167.5,1842.5
2208,ORDER2208,4,USD,6,2378.5,14271
2209,ORDER2209,8,USD,12,1078.7,12944.4
2210,ORDER2210,15,USD,11,2452.2,26974.2
2211,ORDER2211,12,USD,7,1922.9,13460.3
2212,ORDER2212,10,USD,7,6224.3,43570.1
2213,ORDER2213,6,USD,11,1876,20636
2214,ORDER2214,7,USD,5,6304.7,31523.5
2215,ORDER2215,6,USD,5,964.8,4824
2216,ORDER2216,7,USD,11,3611.3,39724.3
2217,ORDER2217,10,USD,5,1005,5025
2218,ORDER2218,13,USD,9,2793.9,25145.1
2219,ORDER2219,8,USD,6,850.9,5105.4
2220,ORDER2220,1,USD,5,2278,11390
2221,ORDER2221,4,USD,11,1092.1,12013.1
2222,ORDER2222,6,USD,11,6505.7,71562.7
2223,ORDER2223,6,USD,10,1125.6,11256
2224,ORDER2224,15,USD,9,1165.8,10492.2
2225,ORDER2225,7,USD,12,978.2,11738.4
2226,ORDER2226,13,USD,9,3035.1,27315.9
2227,ORDER2227,3,USD,10,214.4,2144
2228,ORDER2228,8,USD,6,1125.6,6753.6
2229,ORDER2229,13,USD,7,5567.7,38973.9
2230,ORDER2230,5,USD,5,167.5,837.5
2231,ORDER2231,2,USD,6,1822.4,10934.4
2232,ORDER2232,14,USD,8,5983.1,47864.8
2233,ORDER2233,5,USD,7,1802.3,12616.1
2234,ORDER2234,14,USD,7,3939.6,27577.2
2235,ORDER2235,7,USD,5,676.7,3383.5
2236,ORDER2236,12,USD,9,3457.2,31114.8
2237,ORDER2237,7,USD,6,5681.6,34089.6
2238,ORDER2238,12,USD,11,254.6,2800.6
2239,ORDER2239,6,USD,10,3879.3,38793
2240,ORDER2240,12,USD,5,3289.7,16448.5
2241,ORDER2241,1,USD,8,227.8,1822.4
2242,ORDER2242,4,USD,11,3685,40535
2243,ORDER2243,4,USD,12,3832.4,45988.8
2244,ORDER2244,6,USD,12,221.1,2653.2
2245,ORDER2245,15,USD,12,1922.9,23074.8
2246,ORDER2246,10,USD,10,984.9,9849
2247,ORDER2247,14,USD,5,1159.1,5795.5
2248,ORDER2248,4,USD,9,261.3,2351.7
2249,ORDER2249,3,USD,7,1688.4,11818.8
2250,ORDER2250,11,USD,12,884.4,10612.8
2251,ORDER2251,7,USD,8,797.3,6378.4
2252,ORDER2252,4,USD,5,1139,5695
2253,ORDER2253,4,USD,10,1822.4,18224
2254,ORDER2254,14,USD,6,2278,13668
2255,ORDER2255,6,USD,6,167.5,1005
2256,ORDER2256,8,USD,12,683.4,8200.8
2257,ORDER2257,9,USD,12,1011.7,12140.4
2258,ORDER2258,6,USD,10,2479,24790
2259,ORDER2259,6,USD,5,2726.9,13634.5
2260,ORDER2260,15,USD,7,1118.9,7832.3
2261,ORDER2261,10,USD,5,1279.7,6398.5
2262,ORDER2262,14,USD,8,3919.5,31356
2263,ORDER2263,4,USD,6,1855.9,11135.4
2264,ORDER2264,14,USD,7,1849.2,12944.4
2265,ORDER2265,12,USD,5,5272.9,26364.5
2266,ORDER2266,2,USD,11,194.3,2137.3
2267,ORDER2267,3,USD,12,1038.5,12462
2268,ORDER2268,12,USD,11,5279.6,58075.6
2269,ORDER2269,9,USD,8,3705.1,29640.8
2270,ORDER2270,14,USD,8,194.3,1554.4
2271,ORDER2271,1,USD,7,1098.8,7691.6
2272,ORDER2272,6,USD,9,1762.1,15858.9
2273,ORDER2273,9,USD,8,174.2,1393.6
2274,ORDER2274,11,USD,8,2525.9,20207.2
2275,ORDER2275,6,USD,6,1876,11256
2276,ORDER2276,5,USD,5,897.8,4489
2277,ORDER2277,15,USD,9,844.2,7597.8
2278,ORDER2278,12,USD,5,3932.9,19664.5
2279,ORDER2279,14,USD,5,3999.9,19999.5
2280,ORDER2280,12,USD,7,964.8,6753.6
2281,ORDER2281,10,USD,7,1976.5,13835.5
2282,ORDER2282,1,USD,7,978.2,6847.4
2283,ORDER2283,6,USD,5,3778.8,18894
2284,ORDER2284,15,USD,8,1165.8,9326.4
2285,ORDER2285,11,USD,11,1152.4,12676.4
2286,ORDER2286,3,USD,10,1045.2,10452
2287,ORDER2287,3,USD,5,6385.1,31925.5
2288,ORDER2288,11,USD,8,2686.7,21493.6
2289,ORDER2289,13,USD,5,6277.9,31389.5
2290,ORDER2290,14,USD,8,1159.1,9272.8
2291,ORDER2291,1,USD,11,1118.9,12307.9
2292,ORDER2292,10,USD,10,1340,13400
2293,ORDER2293,4,USD,7,2331.6,16321.2
2294,ORDER2294,6,USD,10,2425.4,24254
2295,ORDER2295,13,USD,8,1092.1,8736.8
2296,ORDER2296,13,USD,7,917.9,6425.3
2297,ORDER2297,12,USD,11,207.7,2284.7
2298,ORDER2298,15,USD,12,1996.6,23959.2
2299,ORDER2299,1,USD,6,234.5,1407
2300,ORDER2300,11,USD,10,1005,10050
2301,ORDER2301,1,USD,8,5487.3,43898.4
2302,ORDER2302,6,USD,6,5976.4,35858.4
2303,ORDER2303,15,USD,12,884.4,10612.8
2304,ORDER2304,5,USD,9,6157.3,55415.7
2305,ORDER2305,5,USD,7,964.8,6753.6
2306,ORDER2306,14,USD,10,3892.7,38927
2307,ORDER2307,9,USD,9,227.8,2050.2
2308,ORDER2308,6,USD,6,1340,8040
2309,ORDER2309,2,USD,9,1105.5,9949.5
2310,ORDER2310,14,USD,11,1058.6,11644.6
2311,ORDER2311,6,USD,6,5695,34170
2312,ORDER2312,6,USD,6,1058.6,6351.6
2313,ORDER2313,4,USD,8,1105.5,8844
2314,ORDER2314,6,USD,10,1045.2,10452
2315,ORDER2315,8,USD,9,1768.8,15919.2
2316,ORDER2316,2,USD,9,804,7236
2317,ORDER2317,5,USD,5,241.2,1206
2318,ORDER2318,6,USD,7,3953,27671
2319,ORDER2319,12,USD,8,6036.7,48293.6
2320,ORDER2320,14,USD,11,6197.5,68172.5
2321,ORDER2321,6,USD,10,6472.2,64722
2322,ORDER2322,14,USD,5,2814,14070
2323,ORDER2323,6,USD,8,221.1,1768.8
2324,ORDER2324,4,USD,11,2257.9,24836.9
2325,ORDER2325,5,USD,10,3946.3,39463
2326,ORDER2326,13,USD,11,268,2948
2327,ORDER2327,13,USD,9,6499,58491
2328,ORDER2328,14,USD,7,938,6566
2329,ORDER2329,7,USD,9,938,8442
2330,ORDER2330,2,USD,11,1145.7,12602.7
2331,ORDER2331,6,USD,10,1065.3,10653
2332,ORDER2332,7,USD,7,3906.1,27342.7
2333,ORDER2333,8,USD,12,3845.8,46149.6
2334,ORDER2334,4,USD,10,3845.8,38458
2335,ORDER2335,3,USD,8,1031.8,8254.4
2336,ORDER2336,13,USD,11,3859.2,42451.2
2337,ORDER2337,6,USD,7,1092.1,7644.7
2338,ORDER2338,6,USD,12,877.7,10532.4
2339,ORDER2339,4,USD,8,1775.5,14204
2340,ORDER2340,4,USD,11,3859.2,42451.2
2341,ORDER2341,15,USD,9,2539.3,22853.7
2342,ORDER2342,15,USD,9,2304.8,20743.2
2343,ORDER2343,2,USD,7,254.6,1782.2
2344,ORDER2344,5,USD,5,917.9,4589.5
2345,ORDER2345,1,USD,11,1005,11055
2346,ORDER2346,3,USD,8,1715.2,13721.6
2347,ORDER2347,7,USD,8,241.2,1929.6
2348,ORDER2348,6,USD,10,3953,39530
2349,ORDER2349,11,USD,7,1145.7,8019.9
2350,ORDER2350,6,USD,7,991.6,6941.2
2351,ORDER2351,1,USD,6,3946.3,23677.8
2352,ORDER2352,7,USD,5,1132.3,5661.5
2353,ORDER2353,4,USD,5,1072,5360
2354,ORDER2354,15,USD,10,938,9380
2355,ORDER2355,15,USD,7,1058.6,7410.2
2356,ORDER2356,9,USD,12,5406.9,64882.8
2357,ORDER2357,7,USD,5,5514.1,27570.5
2358,ORDER2358,4,USD,6,2452.2,14713.2
2359,ORDER2359,1,USD,12,3979.8,47757.6
2360,ORDER2360,8,USD,7,6371.7,44601.9
2361,ORDER2361,14,USD,12,3852.5,46230
2362,ORDER2362,15,USD,8,2968.1,23744.8
2363,ORDER2363,10,USD,11,6378.4,70162.4
2364,ORDER2364,11,USD,8,1165.8,9326.4
2365,ORDER2365,9,USD,10,1085.4,10854
2366,ORDER2366,7,USD,9,2485.7,22371.3
2367,ORDER2367,7,USD,5,2472.3,12361.5
2368,ORDER2368,6,USD,8,1983.2,15865.6
2369,ORDER2369,15,USD,10,1031.8,10318
2370,ORDER2370,10,USD,6,1748.7,10492.2
2371,ORDER2371,12,USD,9,2680,24120
2372,ORDER2372,11,USD,6,5179.1,31074.6
2373,ORDER2373,4,USD,8,2398.6,19188.8
2374,ORDER2374,1,USD,5,1762.1,8810.5
2375,ORDER2375,1,USD,9,5628,50652
2376,ORDER2376,13,USD,11,5272.9,58001.9
2377,ORDER2377,3,USD,11,3758.7,41345.7
2378,ORDER2378,1,USD,10,1011.7,10117
2379,ORDER2379,6,USD,6,3155.7,18934.2
2380,ORDER2380,9,USD,8,5922.8,47382.4
2381,ORDER2381,9,USD,6,2646.5,15879
2382,ORDER2382,4,USD,10,911.2,9112
2383,ORDER2383,13,USD,9,837.5,7537.5
2384,ORDER2384,8,USD,5,1340,6700
2385,ORDER2385,11,USD,9,2914.5,26230.5
2386,ORDER2386,9,USD,7,1045.2,7316.4
2387,ORDER2387,2,USD,6,3859.2,23155.2
2388,ORDER2388,6,USD,10,6070.2,60702
2389,ORDER2389,4,USD,5,1031.8,5159
2390,ORDER2390,12,USD,10,1279.7,12797
2391,ORDER2391,7,USD,8,1051.9,8415.2
2392,ORDER2392,13,USD,5,2224.4,11122
2393,ORDER2393,6,USD,12,911.2,10934.4
2394,ORDER2394,4,USD,6,1072,6432
2395,ORDER2395,4,USD,5,1748.7,8743.5
2396,ORDER2396,5,USD,6,2532.6,15195.6
2397,ORDER2397,14,USD,9,1976.5,17788.5
2398,ORDER2398,1,USD,9,1909.5,17185.5
2399,ORDER2399,11,USD,10,1092.1,10921
2400,ORDER2400,1,USD,6,1018.4,6110.4
2401,ORDER2401,2,USD,10,844.2,8442
2402,ORDER2402,4,USD,9,6432,57888
2403,ORDER2403,9,USD,8,1125.6,9004.8
2404,ORDER2404,9,USD,11,1976.5,21741.5
2405,ORDER2405,9,USD,11,1125.6,12381.6
2406,ORDER2406,3,USD,12,1949.7,23396.4
2407,ORDER2407,2,USD,5,2345,11725
2408,ORDER2408,5,USD,8,1802.3,14418.4
2409,ORDER2409,15,USD,10,214.4,2144
2410,ORDER2410,8,USD,8,3008.3,24066.4
2411,ORDER2411,14,USD,7,1165.8,8160.6
2412,ORDER2412,8,USD,5,1031.8,5159
2413,ORDER2413,9,USD,8,1882.7,15061.6
2414,ORDER2414,2,USD,12,1018.4,12220.8
2415,ORDER2415,2,USD,8,3832.4,30659.2
2416,ORDER2416,6,USD,9,5299.7,47697.3
2417,ORDER2417,14,USD,7,3839.1,26873.7
2418,ORDER2418,4,USD,7,991.6,6941.2
2419,ORDER2419,4,USD,9,234.5,2110.5
2420,ORDER2420,7,USD,6,1098.8,6592.8
2421,ORDER2421,8,USD,10,221.1,2211
2422,ORDER2422,5,USD,12,207.7,2492.4
2423,ORDER2423,14,USD,5,3999.9,19999.5
2424,ORDER2424,4,USD,9,2552.7,22974.3
2425,ORDER2425,14,USD,5,3966.4,19832
2426,ORDER2426,5,USD,5,1118.9,5594.5
2427,ORDER2427,8,USD,5,1145.7,5728.5
2428,ORDER2428,1,USD,5,2606.3,13031.5
2429,ORDER2429,3,USD,7,2820.7,19744.9
2430,ORDER2430,2,USD,6,1755.4,10532.4
2431,ORDER2431,15,USD,7,1139,7973
2432,ORDER2432,4,USD,5,5152.3,25761.5
2433,ORDER2433,2,USD,11,3832.4,42156.4
2434,ORDER2434,10,USD,7,1815.7,12709.9
2435,ORDER2435,2,USD,7,5360,37520
2436,ORDER2436,9,USD,12,1118.9,13426.8
2437,ORDER2437,10,USD,10,3577.8,35778
2438,ORDER2438,6,USD,11,3832.4,42156.4
2439,ORDER2439,3,USD,10,1112.2,11122
2440,ORDER2440,14,USD,9,3852.5,34672.5
2441,ORDER2441,7,USD,11,180.9,1989.9
2442,ORDER2442,2,USD,5,5594.5,27972.5
2443,ORDER2443,5,USD,9,3644.8,32803.2
2444,ORDER2444,14,USD,6,1239.5,7437
2445,ORDER2445,5,USD,12,690.1,8281.2
2446,ORDER2446,14,USD,11,837.5,9212.5
2447,ORDER2447,11,USD,11,2458.9,27047.9
2448,ORDER2448,7,USD,11,1922.9,21151.9
2449,ORDER2449,15,USD,10,3872.6,38726
2450,ORDER2450,9,USD,10,1715.2,17152
2451,ORDER2451,11,USD,11,3859.2,42451.2
2452,ORDER2452,10,USD,6,3892.7,23356.2
2453,ORDER2453,13,USD,9,1085.4,9768.6
2454,ORDER2454,14,USD,8,931.3,7450.4
2455,ORDER2455,6,USD,12,1145.7,13748.4
2456,ORDER2456,14,USD,11,2405.3,26458.3
2457,ORDER2457,13,USD,8,4006.6,32052.8
2458,ORDER2458,11,USD,7,201,1407
2459,ORDER2459,14,USD,7,227.8,1594.6
2460,ORDER2460,10,USD,9,3845.8,34612.2
2461,ORDER2461,1,USD,9,3825.7,34431.3
2462,ORDER2462,10,USD,7,4013.3,28093.1
2463,ORDER2463,15,USD,12,261.3,3135.6
2464,ORDER2464,3,USD,12,167.5,2010
2465,ORDER2465,2,USD,5,1125.6,5628
2466,ORDER2466,7,USD,9,3819,34371
2467,ORDER2467,11,USD,5,5453.8,27269
2468,ORDER2468,9,USD,6,2291.4,13748.4
2469,ORDER2469,2,USD,11,1762.1,19383.1
2470,ORDER2470,11,USD,8,911.2,7289.6
2471,ORDER2471,3,USD,8,2311.5,18492
2472,ORDER2472,1,USD,8,6210.9,49687.2
2473,ORDER2473,12,USD,7,5306.4,37144.8
2474,ORDER2474,5,USD,9,2740.3,24662.7
2475,ORDER2475,1,USD,6,1118.9,6713.4
2476,ORDER2476,10,USD,12,1098.8,13185.6
2477,ORDER2477,7,USD,8,958.1,7664.8
2478,ORDER2478,11,USD,11,6217.6,68393.6
2479,ORDER2479,10,USD,11,917.9,10096.9
2480,ORDER2480,13,USD,7,1132.3,7926.1
2481,ORDER2481,2,USD,5,1695.1,8475.5
2482,ORDER2482,1,USD,9,998.3,8984.7
2483,ORDER2483,1,USD,10,1701.8,17018
2484,ORDER2484,10,USD,11,1025.1,11276.1
2485,ORDER2485,13,USD,9,261.3,2351.7
2486,ORDER2486,11,USD,12,1092.1,13105.2
2487,ORDER2487,10,USD,12,268,3216
2488,ORDER2488,4,USD,8,2271.3,18170.4
2489,ORDER2489,3,USD,7,723.6,5065.2
2490,ORDER2490,2,USD,5,5634.7,28173.5
2491,ORDER2491,13,USD,7,1715.2,12006.4
2492,ORDER2492,13,USD,12,944.7,11336.4
2493,ORDER2493,2,USD,7,2391.9,16743.3
2494,ORDER2494,10,USD,8,1701.8,13614.4
2495,ORDER2495,12,USD,11,3470.6,38176.6
2496,ORDER2496,3,USD,11,844.2,9286.2
2497,ORDER2497,2,USD,12,1326.6,15919.2
2498,ORDER2498,3,USD,8,4006.6,32052.8
2499,ORDER2499,13,USD,5,1045.2,5226
2500,ORDER2500,5,USD,11,2653.2,29185.2
2501,ORDER2501,10,USD,12,6137.2,73646.4
2502,ORDER2502,2,USD,7,3785.5,26498.5
2503,ORDER2503,1,USD,9,3557.7,32019.3
2504,ORDER2504,13,USD,11,5688.3,62571.3
2505,ORDER2505,2,USD,9,247.9,2231.1
2506,ORDER2506,10,USD,5,187.6,938
2507,ORDER2507,8,USD,12,1728.6,20743.2
2508,ORDER2508,6,USD,11,1333.3,14666.3
2509,ORDER2509,11,USD,11,857.6,9433.6
2510,ORDER2510,8,USD,10,1788.9,17889
2511,ORDER2511,12,USD,8,1246.2,9969.6
2512,ORDER2512,15,USD,7,1139,7973
2513,ORDER2513,7,USD,8,2566.1,20528.8
2514,ORDER2514,3,USD,7,1112.2,7785.4
2515,ORDER2515,9,USD,8,1025.1,8200.8
2516,ORDER2516,5,USD,9,187.6,1688.4
2517,ORDER2517,4,USD,7,6264.5,43851.5
2518,ORDER2518,9,USD,6,174.2,1045.2
2519,ORDER2519,12,USD,7,3825.7,26779.9
2520,ORDER2520,6,USD,10,1025.1,10251
2521,ORDER2521,2,USD,6,978.2,5869.2
2522,ORDER2522,13,USD,8,5319.8,42558.4
2523,ORDER2523,11,USD,9,1869.3,16823.7
2524,ORDER2524,9,USD,10,1085.4,10854
2525,ORDER2525,2,USD,6,1072,6432
2526,ORDER2526,4,USD,7,261.3,1829.1
2527,ORDER2527,3,USD,11,3912.8,43040.8
2528,ORDER2528,8,USD,7,2673.3,18713.1
2529,ORDER2529,7,USD,9,1045.2,9406.8
2530,ORDER2530,6,USD,6,2412,14472
2531,ORDER2531,14,USD,12,1018.4,12220.8
2532,ORDER2532,9,USD,7,2257.9,15805.3
2533,ORDER2533,12,USD,10,2907.8,29078
2534,ORDER2534,12,USD,7,1125.6,7879.2
2535,ORDER2535,10,USD,12,1072,12864
2536,ORDER2536,11,USD,9,1809,16281
2537,ORDER2537,10,USD,10,1025.1,10251
2538,ORDER2538,12,USD,11,3953,43483
2539,ORDER2539,2,USD,6,2371.8,14230.8
2540,ORDER2540,15,USD,7,2358.4,16508.8
2541,ORDER2541,10,USD,10,2613,26130
2542,ORDER2542,5,USD,6,904.5,5427
2543,ORDER2543,15,USD,11,1025.1,11276.1
2544,ORDER2544,1,USD,9,3852.5,34672.5
2545,ORDER2545,1,USD,7,227.8,1594.6
2546,ORDER2546,8,USD,11,2345,25795
2547,ORDER2547,11,USD,12,1969.8,23637.6
2548,ORDER2548,6,USD,11,2586.2,28448.2
2549,ORDER2549,10,USD,11,5748.6,63234.6
2550,ORDER2550,10,USD,10,221.1,2211
2551,ORDER2551,9,USD,12,3832.4,45988.8
2552,ORDER2552,12,USD,6,6411.9,38471.4
2553,ORDER2553,12,USD,5,1031.8,5159
2554,ORDER2554,10,USD,10,3819,38190
2555,ORDER2555,14,USD,10,1728.6,17286
2556,ORDER2556,8,USD,6,2291.4,13748.4
2557,ORDER2557,11,USD,5,4006.6,20033
2558,ORDER2558,6,USD,9,3946.3,35516.7
2559,ORDER2559,3,USD,12,5896,70752
2560,ORDER2560,7,USD,10,2425.4,24254
2561,ORDER2561,4,USD,7,1145.7,8019.9
2562,ORDER2562,8,USD,12,3604.6,43255.2
2563,ORDER2563,4,USD,5,1031.8,5159
2564,ORDER2564,2,USD,5,2633.1,13165.5
2565,ORDER2565,5,USD,5,2954.7,14773.5
2566,ORDER2566,9,USD,11,1051.9,11570.9
2567,ORDER2567,14,USD,9,864.3,7778.7
2568,ORDER2568,13,USD,10,1996.6,19966
2569,ORDER2569,9,USD,7,3953,27671
2570,ORDER2570,2,USD,12,3959.7,47516.4
2571,ORDER2571,5,USD,8,234.5,1876
2572,ORDER2572,4,USD,10,2211,22110
2573,ORDER2573,15,USD,12,1172.5,14070
2574,ORDER2574,5,USD,11,227.8,2505.8
2575,ORDER2575,3,USD,11,1795.6,19751.6
2576,ORDER2576,6,USD,12,1922.9,23074.8
2577,ORDER2577,3,USD,12,2572.8,30873.6
2578,ORDER2578,9,USD,8,830.8,6646.4
2579,ORDER2579,14,USD,8,924.6,7396.8
2580,ORDER2580,9,USD,5,5266.2,26331
2581,ORDER2581,11,USD,10,3852.5,38525
2582,ORDER2582,15,USD,6,951.4,5708.4
2583,ORDER2583,15,USD,12,2914.5,34974
2584,ORDER2584,8,USD,5,2418.7,12093.5
2585,ORDER2585,6,USD,9,2539.3,22853.7
2586,ORDER2586,14,USD,11,2251.2,24763.2
2587,ORDER2587,13,USD,6,5246.1,31476.6
2588,ORDER2588,7,USD,12,924.6,11095.2
2589,ORDER2589,8,USD,9,1031.8,9286.2
2590,ORDER2590,2,USD,10,1855.9,18559
2591,ORDER2591,9,USD,7,1031.8,7222.6
2592,ORDER2592,4,USD,10,1293.1,12931
2593,ORDER2593,9,USD,8,1038.5,8308
2594,ORDER2594,3,USD,11,1728.6,19014.6
2595,ORDER2595,5,USD,5,234.5,1172.5
2596,ORDER2596,12,USD,8,3953,31624
2597,ORDER2597,14,USD,10,710.2,7102
2598,ORDER2598,10,USD,10,1762.1,17621
2599,ORDER2599,11,USD,9,1829.1,16461.9
2600,ORDER2600,9,USD,12,2345,28140
2601,ORDER2601,14,USD,7,5755.3,40287.1
2602,ORDER2602,3,USD,10,1092.1,10921
2603,ORDER2603,6,USD,8,2854.2,22833.6
2604,ORDER2604,13,USD,8,1031.8,8254.4
2605,ORDER2605,6,USD,7,1112.2,7785.4
2606,ORDER2606,5,USD,7,3731.9,26123.3
2607,ORDER2607,4,USD,9,2572.8,23155.2
2608,ORDER2608,5,USD,8,261.3,2090.4
2609,ORDER2609,15,USD,10,227.8,2278
2610,ORDER2610,14,USD,7,1983.2,13882.4
2611,ORDER2611,7,USD,9,268,2412
2612,ORDER2612,13,USD,10,3932.9,39329
2613,ORDER2613,2,USD,11,2291.4,25205.4
2614,ORDER2614,8,USD,7,6197.5,43382.5
2615,ORDER2615,14,USD,6,3839.1,23034.6
2616,ORDER2616,1,USD,5,1058.6,5293
2617,ORDER2617,1,USD,9,877.7,7899.3
2618,ORDER2618,3,USD,6,6083.6,36501.6
2619,ORDER2619,14,USD,9,3979.8,35818.2
2620,ORDER2620,3,USD,6,3906.1,23436.6
2621,ORDER2621,3,USD,10,6311.4,63114
2622,ORDER2622,8,USD,9,2619.7,23577.3
2623,ORDER2623,6,USD,11,3490.7,38397.7
2624,ORDER2624,4,USD,5,234.5,1172.5
2625,ORDER2625,10,USD,6,1125.6,6753.6
2626,ORDER2626,13,USD,12,2633.1,31597.2
2627,ORDER2627,8,USD,9,1005,9045
2628,ORDER2628,4,USD,11,1112.2,12234.2
2629,ORDER2629,2,USD,8,2525.9,20207.2
2630,ORDER2630,15,USD,8,187.6,1500.8
2631,ORDER2631,14,USD,12,1996.6,23959.2
2632,ORDER2632,3,USD,8,2546,20368
2633,ORDER2633,15,USD,7,1125.6,7879.2
2634,ORDER2634,9,USD,5,2539.3,12696.5
2635,ORDER2635,13,USD,9,2318.2,20863.8
2636,ORDER2636,10,USD,5,3999.9,19999.5
2637,ORDER2637,8,USD,10,1232.8,12328
2638,ORDER2638,8,USD,6,864.3,5185.8
2639,ORDER2639,3,USD,12,3356.7,40280.4
2640,ORDER2640,15,USD,11,3999.9,43998.9
2641,ORDER2641,10,USD,9,1775.5,15979.5
2642,ORDER2642,2,USD,9,1018.4,9165.6
2643,ORDER2643,14,USD,12,3879.3,46551.6
2644,ORDER2644,12,USD,12,2753.7,33044.4
2645,ORDER2645,9,USD,12,1098.8,13185.6
2646,ORDER2646,6,USD,10,167.5,1675
2647,ORDER2647,4,USD,12,1045.2,12542.4
2648,ORDER2648,9,USD,6,174.2,1045.2
2649,ORDER2649,15,USD,10,1098.8,10988
2650,ORDER2650,1,USD,10,2231.1,22311
2651,ORDER2651,9,USD,7,944.7,6612.9
2652,ORDER2652,8,USD,8,1025.1,8200.8
2653,ORDER2653,6,USD,6,3939.6,23637.6
2654,ORDER2654,8,USD,11,6371.7,70088.7
2655,ORDER2655,6,USD,10,904.5,9045
2656,ORDER2656,10,USD,5,6358.3,31791.5
2657,ORDER2657,9,USD,11,167.5,1842.5
2658,ORDER2658,2,USD,8,904.5,7236
2659,ORDER2659,4,USD,12,3939.6,47275.2
2660,ORDER2660,6,USD,10,3738.6,37386
2661,ORDER2661,10,USD,5,971.5,4857.5
2662,ORDER2662,9,USD,12,1098.8,13185.6
2663,ORDER2663,9,USD,10,247.9,2479
2664,ORDER2664,15,USD,11,2418.7,26605.7
2665,ORDER2665,12,USD,7,167.5,1172.5
2666,ORDER2666,12,USD,7,2284.7,15992.9
2667,ORDER2667,1,USD,8,1909.5,15276
2668,ORDER2668,6,USD,11,5494,60434
2669,ORDER2669,15,USD,10,3886,38860
2670,ORDER2670,14,USD,7,234.5,1641.5
2671,ORDER2671,13,USD,7,5205.9,36441.3
