order_id,order_code,status,customer_id,channel,currency_code,warehouse_code,city_shipping_id,total_product_order_quantity,total_price,total_cost
1486,ORDER1486,COMPLETED,85,Distributor,USD,AXW291,4,11,43040.8,3091.112
1487,ORDER1487,COMPLETED,24,Wholesale,USD,GUT930,41,8,51884.8,4215.64
1488,ORDER1488,COMPLETED,1,Wholesale,USD,AXW291,12,5,29212,4557.072
1489,ORDER1489,COMPLETED,60,Wholesale,USD,GUT930,33,12,67696.8,4343.878
1490,ORDER1490,COMPLETED,33,Wholesale,USD,AXW291,30,10,2010,124.62
1491,ORDER1491,COMPLETED,6,Wholesale,USD,FLR025,66,7,27624.1,1578.52
1492,ORDER1492,COMPLETED,90,Wholesale,USD,GUT930,40,7,21433.3,2051.473
1493,ORDER1493,COMPLETED,80,Distributor,USD,NXH382,50,9,35456.4,2087.988
1494,ORDER1494,COMPLETED,33,Wholesale,USD,AXW291,19,8,1340,73.7
1495,ORDER1495,COMPLETED,43,Wholesale,USD,NXH382,60,12,11738.4,538.01
1496,ORDER1496,COMPLETED,90,Export,USD,NXH382,56,7,1782.2,127.3
1497,ORDER1497,COMPLETED,142,Distributor,USD,AXW291,22,10,36113,2672.362
1498,ORDER1498,COMPLETED,55,Wholesale,USD,NXH382,58,10,2613,209.04
1499,ORDER1499,COMPLETED,101,Export,USD,GUT930,34,7,7457.1,862.893
1500,ORDER1500,COMPLETED,113,Wholesale,USD,AXW291,14,11,60286.6,2575.882
1501,ORDER1501,COMPLETED,54,Distributor,USD,NXH382,59,8,31892,2033.115
1502,ORDER1502,COMPLETED,69,Distributor,USD,GUT930,33,7,43101.1,4248.537
1503,ORDER1503,COMPLETED,150,Wholesale,USD,FLR025,65,12,41486.4,2869.476
1504,ORDER1504,COMPLETED,84,Export,USD,AXW291,2,6,34893.6,3082.268
1505,ORDER1505,COMPLETED,8,Wholesale,USD,FLR025,65,10,22445,1346.7
1506,ORDER1506,COMPLETED,124,Wholesale,USD,NXH382,57,11,12013.1,720.786
1507,ORDER1507,COMPLETED,101,Wholesale,USD,AXW291,19,9,23999.4,1999.95
1508,ORDER1508,COMPLETED,106,Distributor,USD,AXW291,14,12,47838,1873.655
1509,ORDER1509,COMPLETED,13,Wholesale,USD,AXW291,30,9,16582.5,1529.275
1510,ORDER1510,COMPLETED,118,Wholesale,USD,GUT930,46,10,50853,4271.652
1511,ORDER1511,COMPLETED,136,Export,USD,AXW291,19,10,22579,1264.424
1512,ORDER1512,COMPLETED,166,Distributor,USD,FLR025,64,11,43483,2490.39
1513,ORDER1513,COMPLETED,71,Export,USD,AXW291,13,11,10096.9,743.499
1514,ORDER1514,COMPLETED,143,Distributor,USD,GUT930,44,8,5788.8,376.272
1515,ORDER1515,COMPLETED,35,Wholesale,USD,AXW291,4,9,32200.2,1431.12
1516,ORDER1516,COMPLETED,66,Wholesale,USD,NXH382,58,9,15678,1393.6
1517,ORDER1517,COMPLETED,49,Wholesale,USD,AXW291,4,8,1983.2,99.16
1518,ORDER1518,COMPLETED,169,Wholesale,USD,GUT930,33,11,19383.1,1162.986
1519,ORDER1519,COMPLETED,116,Export,USD,GUT930,32,5,4958,624.708
1520,ORDER1520,COMPLETED,86,Export,USD,AXW291,8,7,7457.1,713.751
1521,ORDER1521,COMPLETED,121,Wholesale,USD,AXW291,7,12,13828.8,772.108
1522,ORDER1522,COMPLETED,126,Wholesale,USD,AXW291,25,6,17487,2448.18
1523,ORDER1523,COMPLETED,123,Export,USD,AXW291,4,12,62872.8,2619.7
1524,ORDER1524,COMPLETED,128,Wholesale,USD,FLR025,64,5,5695,968.15
1525,ORDER1525,COMPLETED,25,Distributor,USD,FLR025,66,12,24120,1688.4
1526,ORDER1526,COMPLETED,21,Wholesale,USD,GUT930,38,6,6994.8,734.454
1527,ORDER1527,COMPLETED,84,Distributor,USD,AXW291,1,10,39597,3009.372
1528,ORDER1528,COMPLETED,120,Wholesale,USD,GUT930,41,10,25996,2001.692
1529,ORDER1529,COMPLETED,116,Distributor,USD,NXH382,50,8,22297.6,1254.24
1530,ORDER1530,COMPLETED,113,Wholesale,USD,AXW291,26,9,9225.9,563.805
1531,ORDER1531,COMPLETED,159,Wholesale,USD,GUT930,38,8,31356,2900.43
1532,ORDER1532,COMPLETED,120,Export,USD,AXW291,11,8,31945.6,1597.28
1533,ORDER1533,COMPLETED,14,Wholesale,USD,GUT930,45,12,76138.8,4251.083
1534,ORDER1534,COMPLETED,65,Wholesale,USD,AXW291,14,9,10371.6,898.872
1535,ORDER1535,COMPLETED,6,Distributor,USD,GUT930,40,12,47918.4,2675.444
1536,ORDER1536,COMPLETED,110,Distributor,USD,NXH382,57,5,1340,182.24
1537,ORDER1537,COMPLETED,93,Wholesale,USD,GUT930,37,12,62792.4,3610.563
1538,ORDER1538,COMPLETED,80,Wholesale,USD,FLR025,64,12,29587.2,1430.048
1539,ORDER1539,COMPLETED,124,Wholesale,USD,AXW291,25,8,8147.2,437.912
1540,ORDER1540,COMPLETED,7,Wholesale,USD,GUT930,42,9,23517,2168.79
1541,ORDER1541,COMPLETED,39,Export,USD,AXW291,10,6,6231,685.41
1542,ORDER1542,COMPLETED,146,Distributor,USD,NXH382,49,5,11591,1043.19
1543,ORDER1543,COMPLETED,79,Distributor,USD,NXH382,48,12,14632.8,865.774
1544,ORDER1544,COMPLETED,75,Distributor,USD,NXH382,58,5,26532,2334.816
1545,ORDER1545,COMPLETED,81,Export,USD,NXH382,55,10,24790,1462.61
1546,ORDER1546,COMPLETED,29,Distributor,USD,GUT930,44,11,2505.8,186.796
1547,ORDER1547,COMPLETED,105,Export,USD,AXW291,18,7,41506.5,3498.405
1548,ORDER1548,COMPLETED,148,Distributor,USD,AXW291,30,9,15557.4,1175.448
1549,ORDER1549,COMPLETED,157,Distributor,USD,GUT930,40,11,11497.2,825.708
1550,ORDER1550,COMPLETED,6,Export,USD,AXW291,5,12,20662.8,1411.958
1551,ORDER1551,COMPLETED,121,Export,USD,AXW291,8,7,26920.6,2999.724
1552,ORDER1552,COMPLETED,126,Distributor,USD,FLR025,63,10,27068,1651.148
1553,ORDER1553,COMPLETED,12,Distributor,USD,AXW291,17,9,23517,1358.76
1554,ORDER1554,COMPLETED,72,Wholesale,USD,NXH382,58,11,39945.4,2977.748
1555,ORDER1555,COMPLETED,22,Distributor,USD,GUT930,39,10,11055,563.805
1556,ORDER1556,COMPLETED,162,Wholesale,USD,AXW291,14,9,9406.8,533.052
1557,ORDER1557,COMPLETED,24,Wholesale,USD,NXH382,58,11,33459.8,1551.318
1558,ORDER1558,COMPLETED,64,Distributor,USD,AXW291,15,12,21064.8,965.47
1559,ORDER1559,COMPLETED,7,Distributor,USD,AXW291,21,10,22914,1191.528
1560,ORDER1560,COMPLETED,24,Distributor,USD,AXW291,4,6,6351.6,719.848
1561,ORDER1561,COMPLETED,162,Wholesale,USD,AXW291,30,10,10653,479.385
1562,ORDER1562,COMPLETED,173,Wholesale,USD,AXW291,22,7,1688.4,115.776
1563,ORDER1563,COMPLETED,77,Export,USD,GUT930,41,11,12455.3,781.287
1564,ORDER1564,COMPLETED,65,Export,USD,AXW291,25,7,15570.8,1890.74
1565,ORDER1565,COMPLETED,31,Export,USD,FLR025,62,6,4944.6,659.28
1566,ORDER1566,COMPLETED,110,Wholesale,USD,NXH382,49,11,25868.7,1458.054
1567,ORDER1567,COMPLETED,107,Export,USD,AXW291,5,6,38069.4,2918.654
1568,ORDER1568,COMPLETED,148,Wholesale,USD,AXW291,23,8,44970.4,3541.419
1569,ORDER1569,COMPLETED,11,Wholesale,USD,AXW291,26,9,9286.2,598.444
1570,ORDER1570,COMPLETED,57,Distributor,USD,GUT930,38,6,14431.8,1828.028
1571,ORDER1571,COMPLETED,130,Wholesale,USD,AXW291,17,6,6633,906.51
1572,ORDER1572,COMPLETED,6,Distributor,USD,FLR025,62,10,17755,958.77
1573,ORDER1573,COMPLETED,167,Wholesale,USD,AXW291,28,7,7644.7,786.312
1574,ORDER1574,COMPLETED,90,Wholesale,USD,AXW291,19,10,2077,83.08
1575,ORDER1575,COMPLETED,147,Wholesale,USD,FLR025,62,8,14472,759.78
1576,ORDER1576,COMPLETED,3,Distributor,USD,NXH382,47,10,18425,1437.15
1577,ORDER1577,COMPLETED,78,Export,USD,FLR025,62,5,19195.5,2764.152
1578,ORDER1578,COMPLETED,172,Wholesale,USD,GUT930,32,10,2680,171.52
1579,ORDER1579,COMPLETED,147,Export,USD,AXW291,22,11,20120.1,859.677
1580,ORDER1580,COMPLETED,6,Wholesale,USD,NXH382,53,5,8978,1256.92
1581,ORDER1581,COMPLETED,106,Wholesale,USD,AXW291,5,8,8951.2,458.749
1582,ORDER1582,COMPLETED,15,Distributor,USD,AXW291,7,5,5594.5,716.096
1583,ORDER1583,COMPLETED,1,Wholesale,USD,NXH382,47,8,31409.6,2630.554
1584,ORDER1584,COMPLETED,60,Wholesale,USD,AXW291,15,5,4589.5,514.024
1585,ORDER1585,COMPLETED,89,Wholesale,USD,AXW291,25,6,1246.2,99.696
1586,ORDER1586,COMPLETED,31,Distributor,USD,NXH382,51,9,17788.5,1264.96
1587,ORDER1587,COMPLETED,104,Distributor,USD,AXW291,15,5,19798.5,2613.402
1588,ORDER1588,COMPLETED,45,Wholesale,USD,AXW291,23,9,9889.2,846.076
1589,ORDER1589,COMPLETED,172,Distributor,USD,AXW291,19,11,9654.7,728.491
1590,ORDER1590,COMPLETED,57,Distributor,USD,GUT930,32,8,20421.6,1276.35
1591,ORDER1591,COMPLETED,123,Distributor,USD,FLR025,64,5,5125.5,768.825
1592,ORDER1592,COMPLETED,92,Wholesale,USD,GUT930,44,12,12542.4,668.928
1593,ORDER1593,COMPLETED,111,Wholesale,USD,NXH382,55,9,53847.9,2393.24
1594,ORDER1594,COMPLETED,45,Wholesale,USD,GUT930,31,7,7785.4,756.296
1595,ORDER1595,COMPLETED,80,Distributor,USD,AXW291,22,6,11135.4,816.596
1596,ORDER1596,COMPLETED,150,Export,USD,NXH382,58,10,38257,2295.42
1597,ORDER1597,COMPLETED,22,Export,USD,GUT930,40,12,9808.8,653.92
1598,ORDER1598,COMPLETED,102,Wholesale,USD,AXW291,22,11,8107,375.87
1599,ORDER1599,COMPLETED,63,Wholesale,USD,GUT930,37,9,22190.4,1651.952
1600,ORDER1600,COMPLETED,138,Wholesale,USD,AXW291,2,8,6860.8,686.08
1601,ORDER1601,COMPLETED,116,Distributor,USD,NXH382,58,11,11865.7,431.48
1602,ORDER1602,COMPLETED,38,Export,USD,AXW291,30,10,33902,2746.062
1603,ORDER1603,COMPLETED,167,Wholesale,USD,GUT930,38,7,38598.7,4356.139
1604,ORDER1604,COMPLETED,130,Distributor,USD,AXW291,11,5,1038.5,145.39
1605,ORDER1605,COMPLETED,139,Wholesale,USD,AXW291,13,8,16080,924.6
1606,ORDER1606,COMPLETED,19,Wholesale,USD,GUT930,40,7,13647.9,1052.838
1607,ORDER1607,COMPLETED,127,Distributor,USD,AXW291,5,8,1393.6,106.262
1608,ORDER1608,COMPLETED,64,Wholesale,USD,FLR025,66,7,7973,797.3
1609,ORDER1609,COMPLETED,67,Distributor,USD,FLR025,62,6,31918.8,2181.118
1610,ORDER1610,COMPLETED,31,Export,USD,NXH382,59,6,23557.2,2080.886
1611,ORDER1611,COMPLETED,35,Export,USD,NXH382,57,7,7269.5,768.49
1612,ORDER1612,COMPLETED,18,Distributor,USD,FLR025,63,6,30230.4,2972.656
1613,ORDER1613,COMPLETED,163,Distributor,USD,AXW291,26,11,11644.6,561.058
1614,ORDER1614,COMPLETED,94,Distributor,USD,NXH382,56,9,1989.9,97.284
1615,ORDER1615,COMPLETED,67,Wholesale,USD,AXW291,26,6,19778.4,2505.264
1616,ORDER1616,COMPLETED,3,Export,USD,AXW291,30,9,50832.9,2711.088
1617,ORDER1617,COMPLETED,6,Export,USD,NXH382,56,6,6713.4,727.285
1618,ORDER1618,COMPLETED,161,Export,USD,NXH382,55,10,26800,2224.4
1619,ORDER1619,COMPLETED,65,Export,USD,GUT930,42,9,34793.1,2860.766
1620,ORDER1620,COMPLETED,155,Export,USD,AXW291,28,7,6659.8,399.588
1621,ORDER1621,COMPLETED,35,Wholesale,USD,AXW291,10,11,61834.3,4272.188
1622,ORDER1622,COMPLETED,71,Wholesale,USD,GUT930,45,6,23999.4,3119.922
1623,ORDER1623,COMPLETED,44,Wholesale,USD,AXW291,9,11,70383.5,3647.145
1624,ORDER1624,COMPLETED,88,Wholesale,USD,AXW291,1,11,11423.5,633.485
1625,ORDER1625,COMPLETED,143,Wholesale,USD,AXW291,21,8,52206.4,2806.094
1626,ORDER1626,COMPLETED,62,Distributor,USD,GUT930,39,9,9828.9,808.154
1627,ORDER1627,COMPLETED,41,Wholesale,USD,AXW291,23,12,46551.6,2715.51
1628,ORDER1628,COMPLETED,52,Wholesale,USD,GUT930,45,5,12998,2027.688
1629,ORDER1629,COMPLETED,80,Wholesale,USD,GUT930,37,5,4254.5,485.013
1630,ORDER1630,COMPLETED,111,Wholesale,USD,AXW291,19,5,5159,773.85
1631,ORDER1631,COMPLETED,11,Wholesale,USD,AXW291,15,7,1360.1,79.663
1632,ORDER1632,COMPLETED,20,Distributor,USD,AXW291,29,11,25647.6,1585.488
1633,ORDER1633,COMPLETED,66,Wholesale,USD,AXW291,29,5,15008,2191.168
1634,ORDER1634,COMPLETED,6,Distributor,USD,AXW291,25,10,2077,168.237
1635,ORDER1635,COMPLETED,110,Distributor,USD,FLR025,65,7,5205.9,438.783
1636,ORDER1636,COMPLETED,56,Distributor,USD,AXW291,23,10,2077,120.466
1637,ORDER1637,COMPLETED,48,Export,USD,AXW291,24,8,46149.6,3922.716
1638,ORDER1638,COMPLETED,4,Wholesale,USD,FLR025,65,9,17245.8,1341.34
1639,ORDER1639,COMPLETED,155,Wholesale,USD,AXW291,20,11,28964.1,2238.135
1640,ORDER1640,COMPLETED,24,Wholesale,USD,AXW291,18,5,5326.5,639.18
1641,ORDER1641,COMPLETED,55,Wholesale,USD,AXW291,16,9,20321.1,1603.109
1642,ORDER1642,COMPLETED,115,Distributor,USD,GUT930,44,10,9916,545.38
1643,ORDER1643,COMPLETED,170,Wholesale,USD,GUT930,35,10,23383,1660.193
1644,ORDER1644,COMPLETED,36,Wholesale,USD,FLR025,62,9,26893.8,1583.746
1645,ORDER1645,COMPLETED,71,Wholesale,USD,AXW291,30,5,5594.5,682.529
1646,ORDER1646,COMPLETED,138,Wholesale,USD,GUT930,39,6,14914.2,1267.707
1647,ORDER1647,COMPLETED,107,Distributor,USD,AXW291,21,11,31322.5,1708.5
1648,ORDER1648,COMPLETED,70,Wholesale,USD,AXW291,12,12,39556.8,2571.192
1649,ORDER1649,COMPLETED,120,Export,USD,AXW291,6,10,9715,689.765
1650,ORDER1650,COMPLETED,96,Wholesale,USD,NXH382,54,7,1360.1,102.979
1651,ORDER1651,COMPLETED,133,Distributor,USD,GUT930,31,11,65666.7,3223.638
1652,ORDER1652,COMPLETED,167,Export,USD,AXW291,30,6,6472.2,625.646
1653,ORDER1653,COMPLETED,57,Wholesale,USD,AXW291,23,9,21708,1640.16
1654,ORDER1654,COMPLETED,3,Distributor,USD,AXW291,4,11,12750.1,904.098
1655,ORDER1655,COMPLETED,82,Wholesale,USD,FLR025,64,5,9413.5,809.561
1656,ORDER1656,COMPLETED,128,Distributor,USD,GUT930,40,10,19497,1072.335
1657,ORDER1657,COMPLETED,88,Export,USD,AXW291,19,9,9889.2,747.184
1658,ORDER1658,COMPLETED,33,Distributor,USD,GUT930,31,6,18934.2,2335.218
1659,ORDER1659,COMPLETED,11,Export,USD,AXW291,23,9,24120,2144
1660,ORDER1660,COMPLETED,148,Distributor,USD,NXH382,56,11,65519.3,3871.595
1661,ORDER1661,COMPLETED,124,Export,USD,NXH382,47,6,12060,924.6
1662,ORDER1662,COMPLETED,32,Distributor,USD,NXH382,59,7,9239.3,963.527
1663,ORDER1663,COMPLETED,89,Wholesale,USD,AXW291,14,7,12428.5,1065.3
1664,ORDER1664,COMPLETED,83,Wholesale,USD,AXW291,8,9,1688.4,129.444
1665,ORDER1665,COMPLETED,40,Export,USD,GUT930,31,9,10251,899.81
1666,ORDER1666,COMPLETED,121,Distributor,USD,AXW291,9,7,7035,824.1
1667,ORDER1667,COMPLETED,8,Distributor,USD,AXW291,11,11,26237.2,1097.192
1668,ORDER1668,COMPLETED,162,Export,USD,GUT930,33,7,7597.8,911.736
1669,ORDER1669,COMPLETED,162,Distributor,USD,NXH382,56,6,10854,1519.56
1670,ORDER1670,COMPLETED,118,Export,USD,GUT930,45,5,4489,646.416
1671,ORDER1671,COMPLETED,18,Wholesale,USD,NXH382,52,10,12462,847.416
1672,ORDER1672,COMPLETED,173,Wholesale,USD,AXW291,4,10,11189,503.505
1673,ORDER1673,COMPLETED,47,Export,USD,AXW291,16,7,7128.8,835.088
1674,ORDER1674,COMPLETED,56,Wholesale,USD,GUT930,40,5,25527,3982.212
1675,ORDER1675,COMPLETED,75,Wholesale,USD,FLR025,66,6,6954.6,753.415
1676,ORDER1676,COMPLETED,86,Distributor,USD,NXH382,52,9,17245.8,1379.664
1677,ORDER1677,COMPLETED,98,Wholesale,USD,AXW291,12,10,2479,131.387
1678,ORDER1678,COMPLETED,43,Wholesale,USD,GUT930,40,10,8844,610.236
1679,ORDER1679,COMPLETED,82,Wholesale,USD,GUT930,44,7,7973,774.52
1680,ORDER1680,COMPLETED,27,Wholesale,USD,FLR025,62,5,871,85.358
1681,ORDER1681,COMPLETED,86,Distributor,USD,GUT930,34,6,5708.4,761.12
1682,ORDER1682,COMPLETED,168,Wholesale,USD,GUT930,35,9,1507.5,125.625
1683,ORDER1683,COMPLETED,4,Wholesale,USD,AXW291,26,7,35972.3,3956.953
1684,ORDER1684,COMPLETED,110,Distributor,USD,GUT930,33,9,1929.6,109.344
1685,ORDER1685,COMPLETED,156,Export,USD,NXH382,54,11,11128.7,475.499
1686,ORDER1686,COMPLETED,97,Distributor,USD,FLR025,60,5,5795.5,915.689
1687,ORDER1687,COMPLETED,23,Wholesale,USD,GUT930,41,10,10586,857.466
1688,ORDER1688,COMPLETED,151,Distributor,USD,FLR025,64,8,14954.4,766.413
1689,ORDER1689,COMPLETED,127,Distributor,USD,AXW291,10,6,10572.6,1409.68
1690,ORDER1690,COMPLETED,116,Wholesale,USD,NXH382,59,8,19939.2,1869.3
1691,ORDER1691,COMPLETED,38,Wholesale,USD,FLR025,63,11,43114.5,2038.14
1692,ORDER1692,COMPLETED,116,Distributor,USD,AXW291,26,7,17634.4,1007.68
1693,ORDER1693,COMPLETED,70,Distributor,USD,FLR025,65,7,27108.2,3252.984
1694,ORDER1694,COMPLETED,114,Wholesale,USD,AXW291,27,6,11135.4,1354.807
1695,ORDER1695,COMPLETED,82,Wholesale,USD,GUT930,46,9,36059.4,3205.28
1696,ORDER1696,COMPLETED,92,Wholesale,USD,GUT930,38,9,15497.1,1360.301
1697,ORDER1697,COMPLETED,43,Export,USD,AXW291,26,8,8308,726.95
1698,ORDER1698,COMPLETED,16,Export,USD,GUT930,33,9,2170.8,108.54
1699,ORDER1699,COMPLETED,84,Distributor,USD,NXH382,50,8,8415.2,673.216
1700,ORDER1700,COMPLETED,124,Distributor,USD,GUT930,45,6,1085.4,130.248
1701,ORDER1701,COMPLETED,50,Distributor,USD,GUT930,35,7,1876,219.76
1702,ORDER1702,COMPLETED,81,Distributor,USD,AXW291,1,9,10431.9,533.186
1703,ORDER1703,COMPLETED,28,Export,USD,GUT930,43,12,11416.8,551.812
1704,ORDER1704,COMPLETED,99,Wholesale,USD,NXH382,59,6,24039.6,2644.356
1705,ORDER1705,COMPLETED,47,Distributor,USD,AXW291,22,11,62129.1,2372.202
1706,ORDER1706,COMPLETED,13,Export,USD,AXW291,31,10,39262,3219.484
1707,ORDER1707,COMPLETED,149,Wholesale,USD,FLR025,60,8,42612,4207.935
1708,ORDER1708,COMPLETED,23,Wholesale,USD,GUT930,35,9,49204.8,2241.552
1709,ORDER1709,COMPLETED,162,Wholesale,USD,AXW291,31,9,22914,1654.9
1710,ORDER1710,COMPLETED,56,Export,USD,AXW291,13,10,10720,889.76
1711,ORDER1711,COMPLETED,128,Wholesale,USD,GUT930,38,9,10009.8,611.71
1712,ORDER1712,COMPLETED,162,Wholesale,USD,AXW291,16,12,33366,1390.25
1713,ORDER1713,COMPLETED,85,Distributor,USD,GUT930,34,10,26465,1534.97
1714,ORDER1714,COMPLETED,13,Wholesale,USD,NXH382,50,11,2358.4,135.072
1715,ORDER1715,COMPLETED,79,Wholesale,USD,AXW291,4,9,10130.4,821.688
1716,ORDER1716,COMPLETED,11,Export,USD,GUT930,37,12,22110,737
1717,ORDER1717,COMPLETED,74,Distributor,USD,AXW291,30,8,9004.8,562.8
1718,ORDER1718,COMPLETED,77,Wholesale,USD,GUT930,35,9,56018.7,4170.281
1719,ORDER1719,COMPLETED,5,Wholesale,USD,AXW291,17,12,26692.8,1801.764
1720,ORDER1720,COMPLETED,97,Wholesale,USD,GUT930,43,12,14311.2,739.412
1721,ORDER1721,COMPLETED,91,Wholesale,USD,AXW291,22,11,67067,2926.56
1722,ORDER1722,COMPLETED,119,Distributor,USD,GUT930,43,8,8254.4,866.712
1723,ORDER1723,COMPLETED,172,Export,USD,NXH382,55,5,12127,1358.224
1724,ORDER1724,COMPLETED,159,Wholesale,USD,AXW291,23,5,5159,691.306
1725,ORDER1725,COMPLETED,13,Wholesale,USD,AXW291,18,12,10773.6,619.482
1726,ORDER1726,COMPLETED,75,Wholesale,USD,AXW291,9,7,17212.3,1524.518
1727,ORDER1727,COMPLETED,128,Distributor,USD,NXH382,54,7,16508.8,1320.704
1728,ORDER1728,COMPLETED,163,Wholesale,USD,AXW291,24,11,19677.9,840.783
1729,ORDER1729,COMPLETED,81,Export,USD,GUT930,39,6,23476.8,2347.68
1730,ORDER1730,COMPLETED,25,Wholesale,USD,AXW291,17,11,67582.9,4362.169
1731,ORDER1731,COMPLETED,39,Distributor,USD,AXW291,27,8,22619.2,1272.33
1732,ORDER1732,COMPLETED,146,Export,USD,NXH382,59,11,11644.6,455.198
1733,ORDER1733,COMPLETED,154,Wholesale,USD,AXW291,22,10,10653,564.609
1734,ORDER1734,COMPLETED,138,Distributor,USD,AXW291,15,9,10009.8,734.052
1735,ORDER1735,COMPLETED,147,Wholesale,USD,AXW291,6,10,38324,2184.468
1736,ORDER1736,COMPLETED,94,Export,USD,AXW291,21,8,6860.8,626.048
1737,ORDER1737,COMPLETED,62,Export,USD,FLR025,63,6,32763,3003.275
1738,ORDER1738,COMPLETED,146,Wholesale,USD,AXW291,3,10,25661,1950.236
1739,ORDER1739,COMPLETED,92,Export,USD,FLR025,62,12,31838.4,1193.94
1740,ORDER1740,COMPLETED,47,Wholesale,USD,AXW291,13,12,10612.8,636.768
1741,ORDER1741,COMPLETED,7,Export,USD,AXW291,15,8,30444.8,1598.352
1742,ORDER1742,COMPLETED,72,Wholesale,USD,GUT930,41,10,11524,887.348
1743,ORDER1743,COMPLETED,32,Distributor,USD,AXW291,13,10,38324,2567.708
1744,ORDER1744,COMPLETED,66,Distributor,USD,GUT930,42,7,6097,661.96
1745,ORDER1745,COMPLETED,121,Wholesale,USD,GUT930,34,10,18090,1139.67
1746,ORDER1746,COMPLETED,137,Wholesale,USD,AXW291,17,12,23637.6,1378.86
1747,ORDER1747,COMPLETED,57,Wholesale,USD,AXW291,8,5,5192.5,716.565
1748,ORDER1748,COMPLETED,72,Wholesale,USD,GUT930,45,10,36515,1606.66
1749,ORDER1749,COMPLETED,81,Wholesale,USD,AXW291,10,6,11698.2,1306.299
1750,ORDER1750,COMPLETED,12,Wholesale,USD,AXW291,11,12,11899.2,694.12
1751,ORDER1751,COMPLETED,164,Export,USD,AXW291,2,9,24662.7,1205.732
1752,ORDER1752,COMPLETED,82,Distributor,USD,AXW291,12,6,11416.8,1255.848
1753,ORDER1753,COMPLETED,159,Wholesale,USD,AXW291,15,8,18920.8,1773.825
1754,ORDER1754,COMPLETED,27,Wholesale,USD,GUT930,33,8,8415.2,662.697
1755,ORDER1755,COMPLETED,111,Wholesale,USD,GUT930,44,11,31469.9,2031.239
1756,ORDER1756,COMPLETED,128,Wholesale,USD,NXH382,49,8,46685.6,4201.704
1757,ORDER1757,COMPLETED,45,Wholesale,USD,AXW291,31,5,5762,944.968
1758,ORDER1758,COMPLETED,163,Distributor,USD,AXW291,22,8,7182.4,619.482
1759,ORDER1759,COMPLETED,13,Wholesale,USD,NXH382,49,8,8897.6,912.004
1760,ORDER1760,COMPLETED,60,Distributor,USD,FLR025,66,12,45908.4,2333.677
1761,ORDER1761,COMPLETED,160,Wholesale,USD,GUT930,31,12,23557.2,1217.122
1762,ORDER1762,COMPLETED,130,Wholesale,USD,AXW291,13,6,14190.6,1750.174
1763,ORDER1763,COMPLETED,96,Distributor,USD,NXH382,52,9,8622.9,584.441
1764,ORDER1764,COMPLETED,79,Distributor,USD,AXW291,12,8,14847.2,1132.099
1765,ORDER1765,COMPLETED,42,Wholesale,USD,AXW291,11,12,20502,1349.715
1766,ORDER1766,COMPLETED,12,Wholesale,USD,GUT930,42,11,28448.2,1862.064
1767,ORDER1767,COMPLETED,160,Wholesale,USD,AXW291,15,12,30793.2,1693.626
1768,ORDER1768,COMPLETED,96,Wholesale,USD,NXH382,55,8,25620.8,1985.612
1769,ORDER1769,COMPLETED,98,Distributor,USD,GUT930,32,12,78550.8,2749.278
1770,ORDER1770,COMPLETED,87,Distributor,USD,AXW291,7,5,26130,3396.9
1771,ORDER1771,COMPLETED,127,Wholesale,USD,NXH382,48,7,6331.5,732.645
1772,ORDER1772,COMPLETED,11,Export,USD,NXH382,55,5,11189,1029.388
1773,ORDER1773,COMPLETED,74,Distributor,USD,AXW291,24,6,6432,707.52
1774,ORDER1774,COMPLETED,162,Distributor,USD,AXW291,12,9,9828.9,884.601
1775,ORDER1775,COMPLETED,107,Wholesale,USD,GUT930,46,10,38257,2333.677
1776,ORDER1776,COMPLETED,28,Wholesale,USD,GUT930,43,7,1500.8,165.088
1777,ORDER1777,COMPLETED,25,Export,USD,NXH382,59,7,45962,4202.24
1778,ORDER1778,COMPLETED,1,Distributor,USD,NXH382,54,6,11014.8,1083.122
1779,ORDER1779,COMPLETED,162,Wholesale,USD,AXW291,15,7,17024.7,1021.482
1780,ORDER1780,COMPLETED,146,Wholesale,USD,NXH382,60,7,13132,1519.56
1781,ORDER1781,COMPLETED,93,Wholesale,USD,NXH382,55,12,12140.4,424.914
1782,ORDER1782,COMPLETED,148,Wholesale,USD,AXW291,9,12,12462,768.49
1783,ORDER1783,COMPLETED,111,Wholesale,USD,AXW291,6,10,9581,613.184
1784,ORDER1784,COMPLETED,44,Export,USD,AXW291,6,5,12227.5,1222.75
1785,ORDER1785,COMPLETED,163,Wholesale,USD,AXW291,17,8,31195.2,3275.496
1786,ORDER1786,COMPLETED,173,Distributor,USD,AXW291,15,7,7035,653.25
1787,ORDER1787,COMPLETED,81,Distributor,USD,AXW291,5,9,15979.5,1349.38
1788,ORDER1788,COMPLETED,51,Distributor,USD,GUT930,40,11,12381.6,855.456
1789,ORDER1789,COMPLETED,84,Distributor,USD,GUT930,33,8,8790.4,747.184
1790,ORDER1790,COMPLETED,99,Wholesale,USD,AXW291,20,6,11617.8,1490.951
1791,ORDER1791,COMPLETED,49,Distributor,USD,GUT930,41,12,47114.4,2669.816
1792,ORDER1792,COMPLETED,72,Distributor,USD,AXW291,1,6,18934.2,2240.547
1793,ORDER1793,COMPLETED,110,Wholesale,USD,AXW291,31,5,19999.5,1679.958
1794,ORDER1794,COMPLETED,141,Wholesale,USD,AXW291,6,10,10921,666.181
